date,type,ID,startTime,endTime,weightLost_g/mm2,timeDiff_s,evpRate_g/mm2/s,avgEvpRate_g/mm2/s,notes,wind_time,wind_m/s,shade_NESW,overstoryDensity_%,shadeAvg_%
7/14/2016,control1,EVP-1178,12:28:13,12:44:11,3.50E-05,958,3.66E-08,3.81E-08,,12:35 PM,0.5,,,
7/14/2016,control1,EVP-1179,12:29:04,12:44:53,3.67E-05,949,3.86E-08,,,,,,,
7/14/2016,control1,EVP-1180,12:29:51,12:45:33,3.91E-05,942,4.15E-08,,,,,,,
7/14/2016,control1,EVP-1181,12:30:39,12:46:13,3.99E-05,934,4.28E-08,,,,,,,
7/14/2016,control1,EVP-1182,12:31:27,12:46:54,2.85E-05,927,3.08E-08,,,,,,,
7/14/2016,gazebo,EVP-1183,12:52:13,13:08:48,3.75E-05,995,3.77E-08,3.23E-08,,12:59 PM,0.3,,,
7/14/2016,gazebo,EVP-1184,12:52:57,13:09:33,3.18E-05,996,3.19E-08,,,,,,,
7/14/2016,gazebo,EVP-1185,12:53:53,13:10:09,3.26E-05,976,3.34E-08,,,,,,,
7/14/2016,gazebo,EVP-1186,12:54:43,13:10:48,2.85E-05,965,2.96E-08,,,,,,,
7/14/2016,gazebo,EVP-1187,12:55:34,13:11:28,2.77E-05,954,2.90E-08,,,,,,,
7/14/2016,house,EVP-1188,13:16:45,13:30:24,3.91E-05,819,4.78E-08,4.69E-08,,,,,,
7/14/2016,house,EVP-1189,13:17:35,13:31:00,3.75E-05,805,4.66E-08,,,,,,,
7/14/2016,house,EVP-1190,13:18:22,13:31:40,3.75E-05,798,4.70E-08,,,,,,,
7/14/2016,house,EVP-1191,13:19:05,13:32:11,3.50E-05,786,4.46E-08,,,,,,,
7/14/2016,house,EVP-1192,13:19:53,13:32:44,3.75E-05,771,4.86E-08,,,,,,,
7/15/2016,house,EVP-1193,6:36:58,6:53:16,1.79E-05,978,1.83E-08,1.87E-08,,,,,,
7/15/2016,house,EVP-1194,6:38:04,6:54:07,1.79E-05,963,1.86E-08,,,,,,,
7/15/2016,house,EVP-1195,6:38:52,6:54:49,1.79E-05,957,1.87E-08,,,,,,,
7/15/2016,house,EVP-1196,6:39:39,6:55:26,1.71E-05,947,1.81E-08,,,,,,,
7/15/2016,house,EVP-1197,6:40:24,6:56:02,1.87E-05,938,2.00E-08,,,,,,,
7/15/2016,gazebo,EVP-1198,7:10:22,7:26:21,1.71E-05,959,1.78E-08,1.93E-08,,7:20 AM,0,,,
7/15/2016,gazebo,EVP-1199,7:11:03,7:27:01,1.39E-05,958,1.45E-08,,,,,,,
7/15/2016,gazebo,EVP-1200,7:11:51,7:27:40,2.28E-05,949,2.40E-08,,,,,,,
7/15/2016,gazebo,EVP-1201,7:12:34,7:28:24,1.71E-05,950,1.80E-08,,,,,,,
7/15/2016,gazebo,EVP-1202,7:13:20,7:29:08,2.12E-05,948,2.23E-08,,,,,,,
7/15/2016,control1,EVP-1203,7:35:43,7:52:07,9.78E-06,984,9.94E-09,1.03E-08,,7:43 AM,0.3,,,
7/15/2016,control1,EVP-1204,7:36:35,7:53:07,1.14E-05,992,1.15E-08,,,,,,,
7/15/2016,control1,EVP-1205,7:37:34,7:53:49,1.22E-05,975,1.25E-08,,,,,,,
7/15/2016,control1,EVP-1206,7:38:23,7:54:46,7.33E-06,983,7.46E-09,,,,,,,
7/15/2016,control1,EVP-1207,7:39:16,7:55:23,9.78E-06,967,1.01E-08,,,,,,,
7/15/2016,control1,EVP-1229,11:35:23,11:51:31,4.32E-05,968,4.46E-08,4.58E-08,,11:42 AM,0.5,,,
7/15/2016,control1,EVP-1230,11:36:05,11:52:06,4.07E-05,961,4.24E-08,,,,,,,
7/15/2016,control1,EVP-1231,11:36:52,11:52:38,4.64E-05,946,4.91E-08,,,,,,,
7/15/2016,control1,EVP-1232,11:37:32,11:53:13,4.97E-05,941,5.28E-08,,,,,,,
7/15/2016,control1,EVP-1233,11:38:13,11:53:45,3.75E-05,932,4.02E-08,,,,,,,
7/15/2016,gazebo,EVP-1234,11:59:22,12:17:14,3.67E-05,1072,3.42E-08,2.75E-08,,12:05 PM,0.3,,,
7/15/2016,gazebo,EVP-1235,11:59:59,12:17:55,2.85E-05,1076,2.65E-08,,,,,,,
7/15/2016,gazebo,EVP-1236,12:00:43,12:18:31,2.77E-05,1068,2.59E-08,,,,,,,
7/15/2016,gazebo,EVP-1237,12:01:23,12:19:05,2.77E-05,1062,2.61E-08,,,,,,,
7/15/2016,gazebo,EVP-1238,12:02:00,12:19:40,2.61E-05,1060,2.46E-08,,,,,,,
7/15/2016,house,EVP-1239,12:26:29,12:45:41,3.91E-05,1152,3.40E-08,3.50E-08,,,,,,
7/15/2016,house,EVP-1240,12:27:11,12:46:20,4.16E-05,1149,3.62E-08,,,,,,,
7/15/2016,house,EVP-1241,12:27:49,12:47:07,3.91E-05,1158,3.38E-08,,,,,,,
7/15/2016,house,EVP-1242,12:28:34,12:47:36,3.91E-05,1142,3.43E-08,,,,,,,
7/15/2016,house,EVP-1243,12:29:13,12:48:17,4.24E-05,1144,3.70E-08,,,,,,,
7/18/2016,house,EVP-1244,6:38:27,6:58:16,1.14E-05,1189,9.59E-09,8.24E-09,,,,,,
7/18/2016,house,EVP-1245,6:39:16,6:58:55,8.96E-06,1179,7.60E-09,,,,,,,
7/18/2016,house,EVP-1246,6:40:12,6:59:41,8.15E-06,1169,6.97E-09,,,,,,,
7/18/2016,house,EVP-1247,6:41:01,7:00:09,9.78E-06,1148,8.52E-09,,,,,,,
7/18/2016,house,EVP-1248,6:41:42,7:00:50,9.78E-06,1148,8.52E-09,,,,,,,
7/18/2016,gazebo,EVP-1249,6:45:38,7:03:55,3.02E-05,1097,2.75E-08,2.56E-08,,6:52 AM,0.3,,,
7/18/2016,gazebo,EVP-1250,6:46:25,7:04:38,2.53E-05,1093,2.31E-08,,,,,,,
7/18/2016,gazebo,EVP-1251,6:47:13,7:05:16,2.85E-05,1083,2.63E-08,,,,,,,
7/18/2016,gazebo,EVP-1252,6:48:03,7:05:58,2.85E-05,1075,2.65E-08,,,,,,,
7/18/2016,gazebo,EVP-1253,6:48:45,7:06:34,2.61E-05,1069,2.44E-08,,,,,,,
7/18/2016,control1,EVP-1254,7:46:52,8:02:11,2.69E-05,919,2.93E-08,2.41E-08,,7:54 AM,0,,,
7/18/2016,control1,EVP-1255,7:47:43,8:02:57,2.36E-05,914,2.59E-08,,,,,,,
7/18/2016,control1,EVP-1256,7:48:39,8:03:49,1.55E-05,910,1.70E-08,,,,,,,
7/18/2016,control1,EVP-1257,7:49:50,8:04:41,1.79E-05,891,2.01E-08,,,,,,,
7/18/2016,control1,EVP-1258,7:51:01,8:05:33,2.44E-05,872,2.80E-08,,,,,,,
7/18/2016,control1,EVP-1289,12:14:36,12:29:49,3.83E-05,913,4.19E-08,4.60E-08,,12:20 PM,0.3,,,
7/18/2016,control1,EVP-1290,12:15:14,12:30:25,3.75E-05,911,4.11E-08,,,,,,,
7/18/2016,control1,EVP-1291,12:15:53,12:30:58,4.32E-05,905,4.77E-08,,,,,,,
7/18/2016,control1,EVP-1292,12:16:34,12:31:29,4.81E-05,895,5.37E-08,,,,,,,
7/18/2016,control1,EVP-1293,12:17:17,12:32:09,4.07E-05,892,4.57E-08,,,,,,,
7/18/2016,gazebo,EVP-1294,12:37:31,12:53:37,3.75E-05,966,3.88E-08,3.88E-08,,12:43 PM,0.3,,,
7/18/2016,gazebo,EVP-1295,12:38:11,12:54:14,3.91E-05,963,4.06E-08,,,,,,,
7/18/2016,gazebo,EVP-1296,12:38:52,12:54:47,3.91E-05,955,4.10E-08,,,,,,,
7/18/2016,gazebo,EVP-1297,12:39:30,12:55:20,3.34E-05,950,3.52E-08,,,,,,,
7/18/2016,gazebo,EVP-1298,12:40:07,12:55:57,3.67E-05,950,3.86E-08,,,,,,,
7/18/2016,house,EVP-1299,13:01:51,13:15:59,4.24E-05,848,5.00E-08,4.83E-08,,,,,,
7/18/2016,house,EVP-1300,13:02:23,13:16:31,4.16E-05,848,4.90E-08,,,,,,,
7/18/2016,house,EVP-1301,13:03:11,13:17:03,3.75E-05,832,4.51E-08,,,,,,,
7/18/2016,house,EVP-1302,13:03:52,13:17:34,4.16E-05,822,5.06E-08,,,,,,,
7/18/2016,house,EVP-1303,13:04:29,13:18:07,3.83E-05,818,4.68E-08,,,,,,,
7/19/2016,house,EVP-1304,6:34:59,6:50:05,8.96E-06,906,9.89E-09,1.20E-08,,,,,,
7/19/2016,house,EVP-1305,6:35:43,6:50:44,9.78E-06,901,1.09E-08,,,,,,,
7/19/2016,house,EVP-1306,6:36:26,6:51:27,1.06E-05,901,1.18E-08,,,,,,,
7/19/2016,house,EVP-1307,6:37:05,6:52:03,1.14E-05,898,1.27E-08,,,,,,,
7/19/2016,house,EVP-1308,6:37:48,6:52:43,1.30E-05,895,1.46E-08,,,,,,,
7/19/2016,gazebo,EVP-1309,7:33:38,7:50:06,1.22E-05,988,1.24E-08,1.33E-08,,7:42 AM,0,,,
7/19/2016,gazebo,EVP-1310,7:34:23,7:50:47,9.78E-06,984,9.94E-09,,,,,,,
7/19/2016,gazebo,EVP-1311,7:35:05,7:51:28,1.55E-05,983,1.58E-08,,,,,,,
7/19/2016,gazebo,EVP-1312,7:35:50,7:52:11,1.22E-05,981,1.25E-08,,,,,,,
7/19/2016,gazebo,EVP-1313,7:36:30,7:52:44,1.55E-05,974,1.59E-08,,,,,,,
7/19/2016,control1,EVP-1314,7:58:51,8:15:12,1.96E-05,981,1.99E-08,1.86E-08,,8:05 AM,0.3,,,
7/19/2016,control1,EVP-1315,7:59:36,8:15:48,1.71E-05,972,1.76E-08,,,,,,,
7/19/2016,control1,EVP-1316,8:00:18,8:16:28,1.79E-05,970,1.85E-08,,,,,,,
7/19/2016,control1,EVP-1317,8:00:58,8:17:08,1.71E-05,970,1.76E-08,,,,,,,
7/19/2016,control1,EVP-1318,8:01:44,8:17:47,1.87E-05,963,1.95E-08,,,,,,,
7/19/2016,control1,EVP-1344,12:15:45,12:31:08,1.96E-05,923,2.12E-08,1.99E-08,,12:22 PM,0.6,,,
7/19/2016,control1,EVP-1345,12:16:32,12:31:44,1.87E-05,912,2.06E-08,,,,,,,
7/19/2016,control1,EVP-1346,12:17:10,12:32:17,1.71E-05,907,1.89E-08,,,,,,,
7/19/2016,control1,EVP-1347,12:17:50,12:32:51,1.87E-05,901,2.08E-08,,,,,,,
7/19/2016,control1,EVP-1348,12:18:27,12:33:22,1.63E-05,895,1.82E-08,,,,,,,
7/19/2016,gazebo,EVP-1349,12:38:30,12:54:04,8.96E-06,934,9.60E-09,1.10E-08,,12:45 PM,0.3,,,
7/19/2016,gazebo,EVP-1350,12:39:38,12:54:36,9.78E-06,898,1.09E-08,,,,,,,
7/19/2016,gazebo,EVP-1351,12:40:16,12:55:10,1.06E-05,894,1.18E-08,,,,,,,
7/19/2016,gazebo,EVP-1352,12:40:53,12:55:40,8.15E-06,887,9.19E-09,,,,,,,
7/19/2016,gazebo,EVP-1353,12:41:52,12:56:13,1.14E-05,861,1.33E-08,,,,,,,
7/19/2016,house,EVP-1354,12:59:48,13:15:40,1.79E-05,952,1.88E-08,2.04E-08,,,,,,
7/19/2016,house,EVP-1355,13:00:38,13:16:10,1.96E-05,932,2.10E-08,,,,,,,
7/19/2016,house,EVP-1356,13:01:14,13:16:39,1.79E-05,925,1.94E-08,,,,,,,
7/19/2016,house,EVP-1357,13:01:49,13:17:08,1.96E-05,919,2.13E-08,,,,,,,
7/19/2016,house,EVP-1358,13:02:23,13:17:40,1.96E-05,917,2.13E-08,,,,,,,
7/20/2016,house,EVP-1359,6:30:50,6:46:36,6.52E-06,946,6.89E-09,7.32E-09,,,,,,
7/20/2016,house,EVP-1360,6:31:32,6:47:13,8.96E-06,941,9.53E-09,,,,,,,
7/20/2016,house,EVP-1361,6:32:11,6:47:49,6.52E-06,938,6.95E-09,,,,,,,
7/20/2016,house,EVP-1362,6:33:05,6:48:26,7.33E-06,921,7.96E-09,,,,,,,
7/20/2016,house,EVP-1363,6:33:36,6:49:05,4.89E-06,929,5.26E-09,,,,,,,
7/20/2016,gazebo,EVP-1364,7:30:25,7:46:02,5.70E-06,937,6.09E-09,5.64E-09,,7:37 AM,0,,,
7/20/2016,gazebo,EVP-1365,7:31:05,7:46:38,4.07E-06,933,4.37E-09,,,,,,,
7/20/2016,gazebo,EVP-1366,7:31:48,7:47:13,4.89E-06,925,5.29E-09,,,,,,,
7/20/2016,gazebo,EVP-1367,7:32:29,7:47:47,5.70E-06,918,6.21E-09,,,,,,,
7/20/2016,gazebo,EVP-1368,7:33:09,7:48:25,5.70E-06,916,6.23E-09,,,,,,,
7/20/2016,control1,EVP-1369,7:57:01,8:13:10,7.33E-06,969,7.57E-09,8.16E-09,,8:05 AM,0,,,
7/20/2016,control1,EVP-1370,7:58:01,8:13:43,7.33E-06,942,7.79E-09,,,,,,,
7/20/2016,control1,EVP-1371,7:59:03,8:14:16,7.33E-06,913,8.03E-09,,,,,,,
7/20/2016,control1,EVP-1372,7:59:53,8:14:52,8.96E-06,899,9.97E-09,,,,,,,
7/20/2016,control1,EVP-1373,8:00:55,8:15:28,6.52E-06,873,7.47E-09,,,,,,,
7/20/2016,control1,EVP-1404,12:13:58,12:30:45,1.96E-05,1007,1.94E-08,1.90E-08,,12:20 PM,0.6,,,
7/20/2016,control1,EVP-1405,12:14:48,12:31:27,1.87E-05,999,1.88E-08,,,,,,,
7/20/2016,control1,EVP-1406,12:15:29,12:32:05,1.87E-05,996,1.88E-08,,,,,,,
7/20/2016,control1,EVP-1407,12:16:12,12:32:40,2.12E-05,988,2.14E-08,,,,,,,
7/20/2016,control1,EVP-1408,12:16:50,12:33:15,1.63E-05,985,1.65E-08,,,,,,,
7/20/2016,gazebo,EVP-1409,12:38:36,12:59:34,1.14E-05,1258,9.07E-09,8.48E-09,,12:45 PM,0,,,
7/20/2016,gazebo,EVP-1410,12:34:21,13:00:39,8.15E-06,1578,5.16E-09,,,,,,,
7/20/2016,gazebo,EVP-1411,12:40:06,13:01:15,1.14E-05,1269,8.99E-09,,,,,,,
7/20/2016,gazebo,EVP-1412,12:40:46,13:02:02,1.14E-05,1276,8.94E-09,,,,,,,
7/20/2016,gazebo,EVP-1413,12:41:25,13:02:37,1.30E-05,1272,1.03E-08,,,,,,,
7/20/2016,house,EVP-1414,13:08:26,13:24:51,1.06E-05,985,1.08E-08,1.23E-08,,,,,,
7/20/2016,house,EVP-1415,13:09:08,13:25:36,1.06E-05,988,1.07E-08,,,,,,,
7/20/2016,house,EVP-1416,13:09:54,13:26:15,1.39E-05,981,1.41E-08,,,,,,,
7/20/2016,house,EVP-1417,13:10:41,13:26:54,1.06E-05,973,1.09E-08,,,,,,,
7/20/2016,house,EVP-1418,13:11:23,13:27:32,1.47E-05,969,1.51E-08,,,,,,,
