date,type,ID,startTime,endTime,weightLost_g/mm2,timeDiff_s,evpRate_g/mm2/s,avgEvpRate_g/mm2/s,notes,wind_time,wind_m/s,shade_NESW,overstoryDensity_%,shadeAvg_%
7/3/2016,gazebo,EVP-777,11:55:52,12:10:02,1.47E-05,850,1.73E-08,,,,,12 w,87.52,
7/3/2016,gazebo,EVP-778,11:56:23,12:10:33,1.47E-05,850,1.73E-08,,,,,,,
7/3/2016,house,EVP-779,12:14:14,12:31:57,3.67E-05,1063,3.45E-08,3.22E-08,,,,,,
7/3/2016,house,EVP-780,12:14:50,12:32:43,3.34E-05,1073,3.11E-08,,,,,,,
7/3/2016,house,EVP-781,12:15:28,12:33:17,3.50E-05,1069,3.28E-08,,,,,,,
7/3/2016,house,EVP-782,12:16:01,12:33:47,3.34E-05,1066,3.13E-08,,,,,,,
7/3/2016,house,EVP-783,12:16:34,12:34:25,3.34E-05,1071,3.12E-08,,,,,,,
7/4/2016,house,EVP-784,6:28:53,6:43:51,8.96E-06,898,9.98E-09,1.06E-08,,,,,,
7/4/2016,house,EVP-785,6:29:33,6:44:33,1.06E-05,900,1.18E-08,,,,,,,
7/4/2016,house,EVP-786,6:30:19,6:45:11,8.96E-06,892,1.00E-08,,,,,,,
7/4/2016,house,EVP-787,6:30:57,6:45:48,8.96E-06,891,1.01E-08,,,,,,,
7/4/2016,house,EVP-788,6:31:38,6:46:26,9.78E-06,888,1.10E-08,,,,,,,
7/4/2016,gazebo,EVP-789,7:09:11,7:25:27,2.85E-05,976,2.92E-08,3.06E-08,,7:18 AM,0,7 w,92.72,92.46
7/4/2016,gazebo,EVP-790,7:10:05,7:26:05,2.85E-05,960,2.97E-08,,,,,2 w,97.92,
7/4/2016,gazebo,EVP-791,7:10:54,7:26:40,2.85E-05,946,3.01E-08,,,,,10 w,89.6,
7/4/2016,gazebo,EVP-792,7:11:38,7:27:16,2.85E-05,938,3.04E-08,,,,,10 w,89.6,
7/4/2016,gazebo,EVP-793,7:12:29,7:27:57,3.10E-05,928,3.34E-08,,,,,,,
7/4/2016,control1,EVP-794,7:36:50,7:54:43,2.04E-05,1073,1.90E-08,2.11E-08,,7:47 AM,0,44 w,54.24,34.48
7/4/2016,control1,EVP-795,7:37:46,7:55:18,2.44E-05,1052,2.32E-08,,,,,5 b,7.44,
7/4/2016,control1,EVP-796,7:38:35,7:55:54,2.36E-05,1039,2.27E-08,,,,,15 b,17.84,
7/4/2016,control1,EVP-797,7:39:21,7:56:31,2.36E-05,1030,2.29E-08,,,,,40 w,58.4,
7/4/2016,control1,EVP-798,7:40:10,7:57:09,1.79E-05,1019,1.76E-08,,,,,,,
7/4/2016,control1,EVP-819,12:22:03,12:37:18,4.48E-05,915,4.90E-08,4.91E-08,,12:31 PM,0.6,49 w,49.04,27.46
7/4/2016,control1,EVP-820,12:22:48,12:38:03,4.24E-05,915,4.63E-08,,,,,5 b,7.44,
7/4/2016,control1,EVP-821,12:23:54,12:38:36,4.48E-05,882,5.08E-08,,,,,11 b,13.68,
7/4/2016,control1,EVP-822,12:24:37,12:39:10,4.73E-05,873,5.41E-08,,,,,58 w,39.68,
7/4/2016,control1,EVP-823,12:25:18,12:39:45,3.91E-05,867,4.51E-08,,,,,,,
7/4/2016,house,EVP-824,12:44:58,13:04:04,5.22E-05,1146,4.55E-08,4.48E-08,,,,,,
7/4/2016,house,EVP-825,12:45:38,13:05:21,5.22E-05,1183,4.41E-08,,,,,,,
7/4/2016,house,EVP-826,12:46:16,13:05:52,5.22E-05,1176,4.43E-08,,,,,,,
7/4/2016,house,EVP-827,12:46:58,13:06:21,5.05E-05,1163,4.34E-08,,,,,,,
7/4/2016,house,EVP-828,12:47:35,13:06:48,5.38E-05,1153,4.66E-08,,,,,,,
7/4/2016,gazebo,EVP-829,12:51:11,13:10:01,4.32E-05,1130,3.82E-08,3.77E-08,,12:59 PM,0.4,17 w,82.32,89.08
7/4/2016,gazebo,EVP-830,12:51:47,13:10:33,3.42E-05,1126,3.04E-08,,,,,1 w,98.96,
7/4/2016,gazebo,EVP-831,12:52:27,13:11:05,4.89E-05,1118,4.37E-08,,,,,9 w,90.64,
7/4/2016,gazebo,EVP-832,12:53:08,13:11:43,3.91E-05,1115,3.51E-08,,,,,15 w,84.4,
7/4/2016,gazebo,EVP-833,12:54:00,13:12:16,4.48E-05,1096,4.09E-08,,,,,,,
7/5/2016,house,EVP-834,7:23:33,7:40:51,1.39E-05,1038,1.33E-08,1.42E-08,,,,,,
7/5/2016,house,EVP-835,7:24:18,7:41:40,1.47E-05,1042,1.41E-08,,,,,,,
7/5/2016,house,EVP-836,7:25:01,7:42:14,1.47E-05,1033,1.42E-08,,,,,,,
7/5/2016,house,EVP-837,7:25:43,7:43:03,1.47E-05,1040,1.41E-08,,,,,,,
7/5/2016,house,EVP-838,7:26:37,7:43:45,1.55E-05,1028,1.51E-08,,,,,,,
7/5/2016,gazebo,EVP-839,7:56:18,8:12:18,2.53E-05,960,2.63E-08,2.45E-08,,8:07 AM,0,8 w,91.68,91.42
7/5/2016,gazebo,EVP-840,7:57:01,8:13:04,2.28E-05,963,2.37E-08,,,,,2 w,97.92,
7/5/2016,gazebo,EVP-841,7:58:01,8:13:46,2.53E-05,945,2.67E-08,,,,,13 w,86.48,
7/5/2016,gazebo,EVP-842,7:58:51,8:14:34,2.04E-05,943,2.16E-08,,,,,10 w,89.6,
7/5/2016,gazebo,EVP-843,7:59:33,8:15:10,2.28E-05,937,2.44E-08,,,,,,,
7/5/2016,control1,EVP-844,8:24:08,8:40:31,2.93E-05,983,2.98E-08,3.42E-08,,8:33 AM,0.3,32 w,66.72,38.12
7/5/2016,control1,EVP-845,8:24:59,8:41:09,2.93E-05,970,3.02E-08,,,,,12 b,14.72,
7/5/2016,control1,EVP-846,8:25:45,8:41:44,3.91E-05,959,4.08E-08,,,,,14 b,16.8,
7/5/2016,control1,EVP-847,8:26:29,8:42:25,3.91E-05,956,4.09E-08,,,,,44 w,54.24,
7/5/2016,control1,EVP-848,8:27:17,8:43:01,2.77E-05,944,2.93E-08,,,,,,,
7/5/2016,control1,EVP-849,13:29:49,13:47:06,3.67E-05,1037,3.54E-08,3.56E-08,,1:38 PM,0.3,51 w,46.96,29.28
7/5/2016,control1,EVP-850,13:30:09,13:47:37,3.75E-05,1048,3.58E-08,,,,,5 b,7.44,
7/5/2016,control1,EVP-851,13:31:10,13:48:10,3.59E-05,1020,3.52E-08,,,,,15 b,17.84,
7/5/2016,control1,EVP-852,13:31:50,13:48:46,3.83E-05,1016,3.77E-08,,,,,53 w,44.88,
7/5/2016,control1,EVP-853,13:32:28,13:49:15,3.42E-05,1007,3.40E-08,,,,,,,
7/5/2016,gazebo,EVP-854,13:55:48,14:10:53,1.87E-05,905,2.07E-08,2.04E-08,,2:04 PM,0,10 w,89.6,91.16
7/5/2016,gazebo,EVP-855,13:56:25,14:11:32,1.71E-05,907,1.89E-08,,,,,3 w,96.88,
7/5/2016,gazebo,EVP-856,13:57:08,14:12:20,1.96E-05,912,2.14E-08,,,,,8 w,91.68,
7/5/2016,gazebo,EVP-857,13:57:50,14:12:54,1.79E-05,904,1.98E-08,,,,,13 w,86.48,
7/5/2016,gazebo,EVP-858,13:58:33,14:13:25,1.87E-05,892,2.10E-08,,,,,,,
7/5/2016,house,EVP-859,14:17:02,14:32:45,2.61E-05,943,2.77E-08,2.81E-08,,,,,,
7/5/2016,house,EVP-860,14:17:38,14:33:14,2.53E-05,936,2.70E-08,,,,,,,
7/5/2016,house,EVP-861,14:18:20,14:33:50,2.69E-05,930,2.89E-08,,,,,,,
7/5/2016,house,EVP-862,14:18:59,14:34:34,2.69E-05,935,2.88E-08,,,,,,,
7/5/2016,house,EVP-863,14:19:38,14:35:05,2.61E-05,927,2.81E-08,,,,,,,
7/6/2016,house,EVP-864,6:47:08,7:04:09,7.33E-06,1021,7.18E-09,7.32E-09,,,,,,
7/6/2016,house,EVP-865,6:47:52,7:05:06,6.52E-06,1034,6.30E-09,,,,,,,
7/6/2016,house,EVP-866,6:48:35,7:05:41,7.33E-06,1026,7.15E-09,,,,,,,
7/6/2016,house,EVP-867,6:49:18,7:06:20,8.96E-06,1022,8.77E-09,,,,,,,
7/6/2016,house,EVP-868,6:49:58,7:06:57,7.33E-06,1019,7.20E-09,,,,,,,
7/6/2016,gazebo,EVP-869,7:13:19,7:29:20,1.87E-05,961,1.95E-08,1.87E-08,,7:22 AM,0,13 w,86.48,90.9
7/6/2016,gazebo,EVP-870,7:14:04,7:29:51,1.63E-05,947,1.72E-08,,,,,2 w,97.92,
7/6/2016,gazebo,EVP-871,7:14:54,7:30:23,1.71E-05,929,1.84E-08,,,,,8 w,91.68,
7/6/2016,gazebo,EVP-872,7:15:38,7:31:00,1.71E-05,922,1.86E-08,,,,,12 w,87.52,
7/6/2016,gazebo,EVP-873,7:16:21,7:31:32,1.79E-05,911,1.97E-08,,,,,,,
7/6/2016,control1,EVP-874,7:37:08,7:52:22,1.30E-05,914,1.43E-08,1.37E-08,,7:47 AM,0,53 w,44.88,33.18
7/6/2016,control1,EVP-875,7:38:11,7:53:01,9.78E-06,890,1.10E-08,,,,,10 b,12.64,
7/6/2016,control1,EVP-876,7:38:51,7:53:36,1.39E-05,885,1.57E-08,,,,,16 b,18.88,
7/6/2016,control1,EVP-877,7:39:34,7:54:01,1.30E-05,867,1.50E-08,,,,,42 w,56.32,
7/6/2016,control1,EVP-878,7:40:28,7:54:39,1.06E-05,851,1.24E-08,,,,,,,
7/6/2016,control1,EVP-879,14:22:21,14:37:23,1.06E-05,902,1.17E-08,1.13E-08,,2:29 PM,0,45 w,53.2,32.66
7/6/2016,control1,EVP-880,14:23:03,14:37:53,8.96E-06,890,1.01E-08,,,,,10 b,12.64,
7/6/2016,control1,EVP-881,14:23:45,14:38:32,1.06E-05,887,1.19E-08,,,,,13 b,15.76,
7/6/2016,control1,EVP-882,14:24:31,14:39:03,9.78E-06,872,1.12E-08,,,,,45 b,49.04,
7/6/2016,control1,EVP-883,14:25:19,14:39:32,9.78E-06,853,1.15E-08,,,,,,,
7/6/2016,gazebo,EVP-884,14:47:32,15:02:29,5.70E-06,897,6.36E-09,6.20E-09,,2:55 PM,0,15 w,84.4,91.42
7/6/2016,gazebo,EVP-885,14:48:38,15:03:09,5.70E-06,871,6.55E-09,,,,,2 w,97.92,
7/6/2016,gazebo,EVP-886,14:49:21,15:03:44,5.70E-06,863,6.61E-09,,,,,9 w,90.64,
7/6/2016,gazebo,EVP-887,14:50:04,15:04:19,5.70E-06,855,6.67E-09,,,,,7 w,92.72,
7/6/2016,gazebo,EVP-888,14:50:47,15:04:56,4.07E-06,849,4.80E-09,,,,,,,
7/6/2016,house,EVP-889,15:08:54,15:23:27,1.06E-05,873,1.21E-08,1.23E-08,,,,,,
7/6/2016,house,EVP-890,15:09:33,15:24:06,1.30E-05,873,1.49E-08,,,,,,,
7/6/2016,house,EVP-891,15:10:11,15:24:41,1.06E-05,870,1.22E-08,,,,,,,
7/6/2016,house,EVP-892,15:10:45,15:25:22,1.06E-05,877,1.21E-08,,,,,,,
7/6/2016,house,EVP-893,15:11:23,15:25:57,8.96E-06,874,1.03E-08,,,,,,,
7/7/2016,house,EVP-894,6:33:08,6:49:01,4.07E-06,953,4.28E-09,5.22E-09,,,,,,
7/7/2016,house,EVP-895,6:33:50,6:49:37,4.07E-06,947,4.30E-09,,,,,,,
7/7/2016,house,EVP-896,6:34:37,6:50:15,4.89E-06,938,5.21E-09,,,,,,,
7/7/2016,house,EVP-897,6:35:16,6:50:48,5.70E-06,932,6.12E-09,,,,,,,
7/7/2016,house,EVP-898,6:36:02,6:51:25,5.70E-06,923,6.18E-09,,,,,,,
7/7/2016,gazebo,EVP-899,7:12:43,7:28:15,1.14E-05,932,1.22E-08,1.39E-08,,7:22 AM,0,,,
7/7/2016,gazebo,EVP-900,7:13:39,7:28:55,1.22E-05,916,1.33E-08,,,,,,,
7/7/2016,gazebo,EVP-901,7:14:51,7:29:37,1.30E-05,886,1.47E-08,,,,,,,
7/7/2016,gazebo,EVP-902,7:15:43,7:30:17,1.22E-05,874,1.40E-08,,,,,,,
7/7/2016,gazebo,EVP-903,7:16:35,7:30:54,1.30E-05,859,1.52E-08,,,,,,,
7/7/2016,control1,EVP-904,7:39:59,7:56:14,1.71E-05,975,1.76E-08,1.49E-08,,7:51 AM,0,56 w,41.76,32.4
7/7/2016,control1,EVP-905,7:40:58,7:56:55,1.47E-05,957,1.53E-08,,,,,17 b,19.92,
7/7/2016,control1,EVP-906,7:42:00,7:57:40,1.22E-05,940,1.30E-08,,,,,13 b,15.76,
7/7/2016,control1,EVP-907,7:43:06,7:58:17,1.22E-05,911,1.34E-08,,,,,46 w,52.16,
7/7/2016,control1,EVP-908,7:43:56,7:58:54,1.39E-05,898,1.54E-08,,,,,,,
7/7/2016,control1,EVP-909,14:29:44,14:44:56,1.63E-05,912,1.79E-08,1.87E-08,,2:37 PM,0.4,,,
7/7/2016,control1,EVP-910,14:30:40,14:45:29,1.55E-05,889,1.74E-08,,,,,,,
7/7/2016,control1,EVP-911,14:31:23,14:46:00,1.96E-05,877,2.23E-08,,,,,,,
7/7/2016,control1,EVP-912,14:32:09,14:46:40,1.55E-05,871,1.78E-08,,,,,,,
7/7/2016,control1,EVP-913,14:32:52,14:47:47,1.63E-05,895,1.82E-08,,,,,,,
7/7/2016,house,EVP-914,14:51:17,15:09:31,2.61E-05,1094,2.38E-08,2.34E-08,,,,,,
7/7/2016,house,EVP-915,14:52:02,15:10:09,2.69E-05,1087,2.47E-08,,,,,,,
7/7/2016,house,EVP-916,14:52:46,15:10:38,2.61E-05,1072,2.43E-08,,,,,,,
7/7/2016,house,EVP-917,14:53:35,15:11:14,2.36E-05,1059,2.23E-08,,,,,,,
7/7/2016,house,EVP-918,14:54:17,15:11:45,2.28E-05,1048,2.18E-08,,,,,,,
7/7/2016,gazebo,EVP-919,14:57:36,15:13:55,1.30E-05,979,1.33E-08,1.17E-08,,3:04 PM,0,,,
7/7/2016,gazebo,EVP-920,14:58:36,15:14:28,8.96E-06,952,9.42E-09,,,,,,,
7/7/2016,gazebo,EVP-921,14:59:46,15:14:59,1.14E-05,913,1.25E-08,,,,,,,
7/7/2016,gazebo,EVP-922,15:00:28,15:15:31,1.06E-05,903,1.17E-08,,,,,,,
7/7/2016,gazebo,EVP-923,15:01:06,15:16:06,1.06E-05,900,1.18E-08,,,,,,,
7/9/2016,house,EVP-924,7:23:34,7:39:25,1.22E-05,951,1.29E-08,1.30E-08,,,,,,
7/9/2016,house,EVP-925,7:24:17,7:40:06,1.22E-05,949,1.29E-08,,,,,,,
7/9/2016,house,EVP-926,7:25:13,7:40:45,1.30E-05,932,1.40E-08,,,,,,,
7/9/2016,house,EVP-927,7:26:09,7:41:24,1.22E-05,915,1.34E-08,,,,,,,
7/9/2016,house,EVP-928,7:26:53,7:42:00,1.06E-05,907,1.17E-08,,,,,,,
7/9/2016,gazebo,EVP-929,7:48:25,8:03:45,2.04E-05,920,2.21E-08,2.13E-08,,7:55 AM,0,,,
7/9/2016,gazebo,EVP-930,7:49:13,8:04:30,1.96E-05,917,2.13E-08,,,,,,,
7/9/2016,gazebo,EVP-931,7:50:01,8:05:08,2.04E-05,907,2.25E-08,,,,,,,
7/9/2016,gazebo,EVP-932,7:50:01,8:05:50,1.79E-05,949,1.89E-08,,,,,,,
7/9/2016,gazebo,EVP-933,7:51:28,8:06:30,1.96E-05,902,2.17E-08,,,,,,,
7/9/2016,control1,EVP-934,8:12:22,8:28:13,2.12E-05,951,2.23E-08,2.04E-08,,8:53 AM,0.6,,,
7/9/2016,control1,EVP-935,8:13:04,8:28:49,2.04E-05,945,2.16E-08,,,,,,,
7/9/2016,control1,EVP-936,8:13:53,8:29:24,2.04E-05,931,2.19E-08,,,,,,,
7/9/2016,control1,EVP-937,8:14:46,8:30:05,1.79E-05,919,1.95E-08,,,,,,,
7/9/2016,control1,EVP-938,8:15:37,8:30:50,1.55E-05,913,1.70E-08,,,,,,,
7/9/2016,control1,EVP-959,12:45:32,13:00:51,1.06E-05,919,1.15E-08,1.41E-08,measured after rain at 11:35am,12:53 PM,0,,,
7/9/2016,control1,EVP-960,12:46:23,13:01:25,1.30E-05,902,1.45E-08,,,,,,,
7/9/2016,control1,EVP-961,12:47:22,13:02:31,1.55E-05,909,1.70E-08,,,,,,,
7/9/2016,control1,EVP-962,12:48:19,13:03:05,1.22E-05,886,1.38E-08,,,,,,,
7/9/2016,control1,EVP-963,12:49:13,13:04:22,1.22E-05,909,1.34E-08,,,,,,,
7/9/2016,house,EVP-964,13:09:20,13:28:06,1.96E-05,1126,1.74E-08,1.46E-08,,,,,,
7/9/2016,house,EVP-965,13:10:02,13:28:41,1.47E-05,1119,1.31E-08,,,,,,,
7/9/2016,house,EVP-966,13:10:51,13:29:22,1.63E-05,1111,1.47E-08,,,,,,,
7/9/2016,house,EVP-967,13:11:30,13:30:06,1.47E-05,1116,1.31E-08,,,,,,,
7/9/2016,house,EVP-968,13:12:09,13:30:40,1.63E-05,1111,1.47E-08,,,,,,,
7/9/2016,gazebo,EVP-969,13:15:52,13:33:20,8.96E-06,1048,8.55E-09,8.29E-09,,1:22 PM,0.3,,,
7/9/2016,gazebo,EVP-970,13:16:44,13:33:53,7.33E-06,1029,7.13E-09,,,,,,,
7/9/2016,gazebo,EVP-971,13:17:32,13:34:35,9.78E-06,1023,9.56E-09,,,,,,,
7/9/2016,gazebo,EVP-972,13:18:23,13:35:09,9.78E-06,1006,9.72E-09,,,,,,,
7/9/2016,gazebo,EVP-973,13:19:10,13:35:56,6.52E-06,1006,6.48E-09,,,,,,,
7/11/2016,house,EVP-974,6:32:28,6:48:01,1.30E-05,933,1.40E-08,1.22E-08,,,,,,
7/11/2016,house,EVP-975,6:33:09,6:48:32,1.06E-05,923,1.15E-08,,,,,,,
7/11/2016,house,EVP-976,6:33:51,6:49:11,1.06E-05,920,1.15E-08,,,,,,,
7/11/2016,house,EVP-977,6:34:34,6:49:51,1.14E-05,917,1.24E-08,,,,,,,
7/11/2016,house,EVP-978,6:35:17,6:50:30,1.06E-05,913,1.16E-08,,,,,,,
7/11/2016,gazebo,EVP-979,7:26:15,7:42:03,2.36E-05,948,2.49E-08,2.59E-08,,7:35 AM,0,,,
7/11/2016,gazebo,EVP-980,7:26:53,7:42:38,2.20E-05,945,2.33E-08,,,,,,,
7/11/2016,gazebo,EVP-981,7:27:43,7:43:15,2.77E-05,932,2.97E-08,,,,,,,
7/11/2016,gazebo,EVP-982,7:28:29,7:43:47,2.28E-05,918,2.49E-08,,,,,,,
7/11/2016,gazebo,EVP-983,7:29:12,7:44:23,2.44E-05,911,2.68E-08,,,,,,,
7/11/2016,control1,EVP-984,7:50:00,8:05:35,3.75E-05,935,4.01E-08,3.37E-08,,7:56 AM,0,,,
7/11/2016,control1,EVP-985,7:50:41,8:06:12,3.34E-05,931,3.59E-08,,,,,,,
7/11/2016,control1,EVP-986,7:51:22,8:06:41,2.93E-05,919,3.19E-08,,,,,,,
7/11/2016,control1,EVP-987,7:52:01,8:07:09,2.69E-05,908,2.96E-08,,,,,,,
7/11/2016,control1,EVP-988,7:52:39,8:07:38,2.77E-05,899,3.08E-08,,,,,,,
7/11/2016,control1,EVP-1014,12:16:50,12:32:12,4.32E-05,922,4.68E-08,4.57E-08,,12:22 PM,0.6,,,
7/11/2016,control1,EVP-1015,12:17:29,12:32:42,3.91E-05,913,4.28E-08,,,,,,,
7/11/2016,control1,EVP-1016,12:18:09,12:33:11,4.24E-05,902,4.70E-08,,,,,,,
7/11/2016,control1,EVP-1017,12:18:40,12:33:37,4.56E-05,897,5.09E-08,,,,,,,
7/11/2016,control1,EVP-1018,12:19:14,12:34:04,3.67E-05,890,4.12E-08,,,,,,,
7/11/2016,gazebo,EVP-1019,12:39:01,12:54:25,1.71E-05,924,1.85E-08,1.92E-08,,12:45 PM,0,,,
7/11/2016,gazebo,EVP-1020,12:39:41,12:55:02,1.71E-05,921,1.86E-08,,,,,,,
7/11/2016,gazebo,EVP-1021,12:40:14,12:55:32,1.87E-05,918,2.04E-08,,,,,,,
7/11/2016,gazebo,EVP-1022,12:40:49,12:55:59,1.87E-05,910,2.06E-08,,,,,,,
7/11/2016,gazebo,EVP-1023,12:41:21,12:56:30,1.63E-05,909,1.79E-08,,,,,,,
7/11/2016,house,EVP-1024,12:59:48,13:15:16,1.87E-05,928,2.02E-08,2.15E-08,,,,,,
7/11/2016,house,EVP-1025,13:00:20,13:16:02,2.12E-05,942,2.25E-08,,,,,,,
7/11/2016,house,EVP-1026,13:00:53,13:16:30,1.96E-05,937,2.09E-08,,,,,,,
7/11/2016,house,EVP-1027,13:01:24,13:16:57,2.04E-05,933,2.18E-08,,,,,,,
7/11/2016,house,EVP-1028,13:02:02,13:17:26,2.04E-05,924,2.20E-08,,,,,,,
7/12/2016,house,EVP-1029,6:33:56,6:49:11,7.33E-06,915,8.02E-09,8.51E-09,,,,,,
7/12/2016,house,EVP-1030,6:34:36,6:50:07,9.78E-06,931,1.05E-08,,,,,,,
7/12/2016,house,EVP-1031,6:35:16,6:50:38,8.96E-06,922,9.72E-09,,,,,,,
7/12/2016,house,EVP-1032,6:35:55,6:51:12,6.52E-06,917,7.11E-09,,,,,,,
7/12/2016,house,EVP-1033,6:36:33,6:51:38,6.52E-06,905,7.20E-09,,,,,,,
7/12/2016,gazebo,EVP-1040,7:04:40,7:19:59,1.47E-05,919,1.60E-08,1.60E-08,,7:11 AM,0.4,,,
7/12/2016,gazebo,EVP-1041,7:05:23,7:20:45,1.55E-05,922,1.68E-08,,,,,,,
7/12/2016,gazebo,EVP-1042,7:06:09,7:21:25,1.55E-05,916,1.69E-08,,,,,,,
7/12/2016,gazebo,EVP-1043,7:06:53,7:22:04,1.30E-05,911,1.43E-08,,,,,,,
7/12/2016,gazebo,EVP-1044,7:07:32,7:22:54,1.47E-05,922,1.59E-08,,,,,,,
7/12/2016,control1,EVP-1045,7:45:14,8:01:47,9.78E-06,993,9.85E-09,8.69E-09,,7:54 AM,0,,,
7/12/2016,control1,EVP-1046,7:46:04,8:02:28,8.15E-06,984,8.28E-09,,,,,,,
7/12/2016,control1,EVP-1047,7:46:56,8:03:13,8.96E-06,977,9.17E-09,,,,,,,
7/12/2016,control1,EVP-1048,7:47:48,8:03:54,8.15E-06,966,8.44E-09,,,,,,,
7/12/2016,control1,EVP-1049,7:48:44,8:04:37,7.33E-06,953,7.70E-09,,,,,,,
7/12/2016,control1,EVP-1080,12:29:55,12:45:52,1.22E-05,957,1.28E-08,1.26E-08,,12:36 PM,0.4,,,
7/12/2016,control1,EVP-1081,12:30:36,12:46:33,1.14E-05,957,1.19E-08,,,,,,,
7/12/2016,control1,EVP-1082,12:31:27,12:47:09,9.78E-06,942,1.04E-08,,,,,,,
7/12/2016,control1,EVP-1083,12:32:14,12:47:45,1.55E-05,931,1.66E-08,,,,,,,
7/12/2016,control1,EVP-1084,12:32:56,12:48:29,1.06E-05,933,1.14E-08,,,,,,,
7/12/2016,gazebo,EVP-1085,12:54:24,13:09:59,8.15E-06,935,8.72E-09,8.51E-09,,1:01 PM,0,,,
7/12/2016,gazebo,EVP-1086,12:55:05,13:10:30,5.70E-06,925,6.17E-09,,,,,,,
7/12/2016,gazebo,EVP-1087,12:55:53,13:11:05,8.15E-06,912,8.94E-09,,,,,,,
7/12/2016,gazebo,EVP-1088,12:56:34,13:11:46,8.15E-06,912,8.94E-09,,,,,,,
7/12/2016,gazebo,EVP-1089,12:57:15,13:12:28,8.96E-06,913,9.82E-09,,,,,,,
7/12/2016,house,EVP-1090,13:16:34,13:32:38,1.55E-05,964,1.61E-08,1.53E-08,,,,,,
7/12/2016,house,EVP-1091,13:17:17,13:33:17,1.55E-05,960,1.61E-08,,,,,,,
7/12/2016,house,EVP-1092,13:17:54,13:33:50,1.39E-05,956,1.45E-08,,,,,,,
7/12/2016,house,EVP-1093,13:18:40,13:34:25,1.39E-05,945,1.47E-08,,,,,,,
7/13/2016,house,EVP-1034,6:32:44,6:47:50,2.28E-05,906,2.52E-08,2.63E-08,,,,,,
7/13/2016,house,EVP-1035,6:33:31,6:48:17,2.12E-05,886,2.39E-08,,,,,,,
7/13/2016,house,EVP-1036,6:34:16,6:49:02,2.36E-05,886,2.67E-08,,,,,,,
7/13/2016,house,EVP-1037,6:35:08,6:49:37,2.53E-05,869,2.91E-08,,,,,,,
7/13/2016,house,EVP-1038,6:35:52,6:50:08,2.28E-05,856,2.67E-08,,,,,,,
7/13/2016,gazebo,EVP-1039,7:27:28,7:43:07,1.87E-05,939,2.00E-08,1.67E-08,,7:38 AM,0,,,
7/13/2016,gazebo,EVP-1040,7:28:17,7:43:46,1.47E-05,929,1.58E-08,,,,,,,
7/13/2016,gazebo,EVP-1041,7:29:07,7:44:36,1.55E-05,929,1.67E-08,,,,,,,
7/13/2016,gazebo,EVP-1042,7:29:56,7:45:17,1.55E-05,921,1.68E-08,,,,,,,
7/13/2016,gazebo,EVP-1043,7:30:37,7:45:54,1.30E-05,917,1.42E-08,,,,,,,
7/13/2016,control1,EVP-1099,7:54:43,8:10:41,1.71E-05,958,1.79E-08,1.80E-08,,8:00 AM,0,,,
7/13/2016,control1,EVP-1100,7:55:37,8:11:31,1.63E-05,954,1.71E-08,,,,,,,
7/13/2016,control1,EVP-1101,7:56:22,8:12:10,1.79E-05,948,1.89E-08,,,,,,,
7/13/2016,control1,EVP-1102,7:57:07,8:12:54,1.71E-05,947,1.81E-08,,,,,,,
7/13/2016,house,EVP-1128,13:29:15,13:46:43,2.04E-05,1048,1.94E-08,2.08E-08,"rain started early, couldn't finish controls",,,,,
7/13/2016,house,EVP-1129,13:30:01,13:47:19,2.12E-05,1038,2.04E-08,,,,,,,
7/13/2016,house,EVP-1130,13:30:46,13:47:59,2.28E-05,1033,2.21E-08,,,,,,,
7/13/2016,house,EVP-1131,13:31:34,13:48:40,1.96E-05,1026,1.91E-08,,,,,,,
7/13/2016,house,EVP-1132,13:32:19,13:49:17,2.36E-05,1018,2.32E-08,,,,,,,
7/14/2016,house,EVP-1133,6:34:16,6:50:21,1.30E-05,965,1.35E-08,1.35E-08,,,,,,
7/14/2016,house,EVP-1134,6:35:00,6:51:17,1.30E-05,977,1.33E-08,,,,,,,
7/14/2016,house,EVP-1135,6:35:49,6:51:55,1.22E-05,966,1.27E-08,,,,,,,
7/14/2016,house,EVP-1136,6:36:30,6:52:38,1.39E-05,968,1.43E-08,,,,,,,
7/14/2016,house,EVP-1137,6:37:11,6:53:13,1.30E-05,962,1.36E-08,,,,,,,
7/14/2016,gazebo,EVP-1138,7:17:57,7:34:08,2.85E-05,971,2.94E-08,2.93E-08,,7:25 AM,0,,,
7/14/2016,gazebo,EVP-1139,7:18:46,7:34:48,2.77E-05,962,2.88E-08,,,,,,,
7/14/2016,gazebo,EVP-1140,7:19:28,7:35:23,2.93E-05,955,3.07E-08,,,,,,,
7/14/2016,gazebo,EVP-1141,7:20:12,7:36:04,2.53E-05,952,2.65E-08,,,,,,,
7/14/2016,gazebo,EVP-1142,7:20:56,7:36:39,2.93E-05,943,3.11E-08,,,,,,,
7/14/2016,control1,EVP-1143,7:51:58,8:06:40,2.53E-05,882,2.86E-08,2.33E-08,,7:58 AM,0,,,
7/14/2016,control1,EVP-1144,7:52:43,8:07:30,1.87E-05,887,2.11E-08,,,,,,,
7/14/2016,control1,EVP-1145,7:53:26,8:08:09,1.87E-05,883,2.12E-08,,,,,,,
7/14/2016,control1,EVP-1146,7:54:10,8:08:47,1.96E-05,877,2.23E-08,,,,,,,
7/14/2016,control1,EVP-1147,7:54:54,8:09:31,2.04E-05,877,2.32E-08,,,,,,,
